Date,F,G,H,J,K,M,N,Q,U,V,X,Z
1/24/2022,2.1383,2.136,2.1446,2.2772,2.2798,2.2713,2.2527,2.2273,2.1908,2.0585,2.0217,1.9995
1/25/2022,2.1776,2.1746,2.181,2.313,2.3144,2.3047,2.2863,2.261,2.225,2.0924,2.0555,2.0332
1/26/2022,2.2111,2.2065,2.2125,2.3436,2.3435,2.3311,2.3117,2.286,2.2497,2.1167,2.0795,2.0568
1/27/2022,2.2003,2.1948,2.2,2.3306,2.3286,2.3145,2.2948,2.27,2.2353,2.1023,2.0653,2.0413
1/28/2022,2.1964,2.1901,2.1944,2.3248,2.3227,2.3084,2.2887,2.2639,2.2292,2.0962,2.0592,2.0352
1/29/2022,2.1964,2.1901,2.1944,2.3248,2.3227,2.3084,2.2887,2.2639,2.2292,2.0962,2.0592,2.0352
1/30/2022,2.1964,2.1901,2.1944,2.3248,2.3227,2.3084,2.2887,2.2639,2.2292,2.0962,2.0592,2.0352
1/31/2022,2.2024,2.1954,2.1981,2.3285,2.3262,2.3124,2.2929,2.269,2.2357,2.1027,2.0657,2.0417
2/1/2022,2.2063,2.1986,2.2014,2.3327,2.3302,2.3164,2.298,2.2755,2.2451,2.1121,2.0751,2.0511
2/2/2022,2.2308,2.2233,2.226,2.3573,2.3549,2.3411,2.3223,2.2994,2.2686,2.1356,2.0986,2.0746
2/3/2022,2.255,2.2478,2.2509,2.3809,2.3779,2.3639,2.3444,2.3209,2.2896,2.1561,2.1188,2.0938
2/4/2022,2.2851,2.2767,2.279,2.4098,2.4063,2.3925,2.3722,2.3479,2.3158,2.1815,2.1434,2.1183
2/5/2022,2.2851,2.2767,2.279,2.4098,2.4063,2.3925,2.3722,2.3479,2.3158,2.1815,2.1434,2.1183
2/6/2022,2.2851,2.2767,2.279,2.4098,2.4063,2.3925,2.3722,2.3479,2.3158,2.1815,2.1434,2.1183
2/7/2022,2.2866,2.2782,2.2807,2.4124,2.409,2.3963,2.3759,2.3514,2.3192,2.1848,2.1465,2.1209
2/8/2022,2.2488,2.2403,2.2429,2.3757,2.3741,2.3637,2.3451,2.3207,2.2885,2.1542,2.1159,2.0905
2/9/2022,2.287,2.2783,2.2806,2.4126,2.4107,2.4,2.3819,2.3579,2.3262,2.1924,2.1545,2.1296
2/10/2022,2.2883,2.2796,2.2818,2.4113,2.4086,2.3978,2.3797,2.3557,2.324,2.1902,2.1523,2.1274
2/11/2022,2.3273,2.3182,2.3202,2.4497,2.4469,2.4349,2.4167,2.3927,2.3609,2.2269,2.1881,2.1615
2/12/2022,2.3273,2.3182,2.3202,2.4497,2.4469,2.4349,2.4167,2.3927,2.3609,2.2269,2.1881,2.1615
2/13/2022,2.3273,2.3182,2.3202,2.4497,2.4469,2.4349,2.4167,2.3927,2.3609,2.2269,2.1881,2.1615
2/14/2022,2.3516,2.3426,2.3452,2.4733,2.4694,2.456,2.4365,2.4112,2.3785,2.2442,2.2051,2.1796
2/15/2022,2.2789,2.2701,2.2727,2.4023,2.3986,2.3867,2.3676,2.3426,2.3102,2.1763,2.1375,2.1123
2/16/2022,2.3039,2.2947,2.2971,2.4273,2.4239,2.4122,2.3927,2.3674,2.3346,2.2001,2.1607,2.1349
2/17/2022,2.2904,2.2817,2.2844,2.4139,2.4108,2.3997,2.3804,2.3555,2.3232,2.1887,2.1502,2.1248
2/18/2022,2.3172,2.3088,2.3113,2.4406,2.4373,2.4257,2.4064,2.3815,2.3492,2.2147,2.1762,2.1508
2/19/2022,2.3172,2.3088,2.3113,2.4406,2.4373,2.4257,2.4064,2.3815,2.3492,2.2147,2.1762,2.1508
2/20/2022,2.3172,2.3088,2.3113,2.4406,2.4373,2.4257,2.4064,2.3815,2.3492,2.2147,2.1762,2.1508
2/21/2022,2.3172,2.3088,2.3113,2.4406,2.4373,2.4257,2.4064,2.3815,2.3492,2.2147,2.1762,2.1508
2/22/2022,2.3469,2.3383,2.3409,2.47,2.4656,2.4525,2.4328,2.4075,2.3748,2.2402,2.2017,2.1763
2/23/2022,2.3723,2.3634,2.3655,2.4944,2.4898,2.476,2.4559,2.4302,2.3967,2.2621,2.2236,2.1982
2/24/2022,2.3644,2.3551,2.357,2.4793,2.4737,2.457,2.435,2.405,2.3682,2.2303,2.1885,2.1598
2/25/2022,2.3345,2.3262,2.3293,2.4525,2.4465,2.43,2.4075,2.3773,2.3403,2.2021,2.1601,2.1312
2/26/2022,2.3345,2.3262,2.3293,2.4525,2.4465,2.43,2.4075,2.3773,2.3403,2.2021,2.1601,2.1312
2/27/2022,2.3345,2.3262,2.3293,2.4525,2.4465,2.43,2.4075,2.3773,2.3403,2.2021,2.1601,2.1312
2/28/2022,2.3642,2.355,2.3576,2.4802,2.4732,2.4563,2.4326,2.4019,2.3644,2.2256,2.1831,2.1521
3/1/2022,2.4255,2.4119,2.41,2.5308,2.5212,2.5028,2.4778,2.4469,2.4089,2.2649,2.2218,2.1902
3/2/2022,2.5366,2.5183,2.5131,2.6327,2.6207,2.6015,2.5758,2.5441,2.5053,2.3606,2.3175,2.2859
3/3/2022,2.5261,2.5049,2.499,2.6149,2.6027,2.5836,2.558,2.5265,2.4886,2.3461,2.3136,2.2886
3/4/2022,2.7013,2.6735,2.6622,2.7762,2.7627,2.7422,2.7157,2.6836,2.6456,2.5025,2.469,2.4405
3/5/2022,2.7013,2.6735,2.6622,2.7762,2.7627,2.7422,2.7157,2.6836,2.6456,2.5025,2.469,2.4405
3/6/2022,2.7013,2.6735,2.6622,2.7762,2.7627,2.7422,2.7157,2.6836,2.6456,2.5025,2.469,2.4405
3/7/2022,2.7358,2.7012,2.687,2.7976,2.782,2.7595,2.7313,2.7001,2.6639,2.5188,2.4842,2.4579
3/8/2022,2.7285,2.6867,2.665,2.7706,2.7541,2.7308,2.6996,2.6682,2.6318,2.4866,2.4513,2.4202
3/9/2022,2.4666,2.4394,2.4219,2.5311,2.5181,2.4986,2.4726,2.4436,2.4136,2.2736,2.2436,2.2161
3/10/2022,2.4563,2.4324,2.4172,2.528,2.5113,2.4903,2.4648,2.4366,2.4066,2.2703,2.2423,2.2153
3/11/2022,2.542,2.5168,2.5036,2.6151,2.5971,2.5728,2.5473,2.5191,2.4891,2.3528,2.3248,2.2978
3/12/2022,2.542,2.5168,2.5036,2.6151,2.5971,2.5728,2.5473,2.5191,2.4891,2.3528,2.3248,2.2978
3/13/2022,2.542,2.5168,2.5036,2.6151,2.5971,2.5728,2.5473,2.5191,2.4891,2.3528,2.3248,2.2978
3/14/2022,2.4381,2.4137,2.4062,2.5175,2.5023,2.4796,2.4553,2.4293,2.4012,2.2663,2.2396,2.214
3/15/2022,2.3753,2.3584,2.3537,2.4651,2.4537,2.4328,2.4091,2.3831,2.355,2.2197,2.1925,2.1665
3/16/2022,2.349,2.3336,2.333,2.448,2.439,2.4224,2.3987,2.3716,2.3429,2.2071,2.1771,2.1483
3/17/2022,2.4806,2.4611,2.4594,2.5735,2.5644,2.5474,2.5231,2.4955,2.4651,2.3267,2.294,2.2615
3/18/2022,2.5039,2.4835,2.481,2.5938,2.5844,2.5677,2.5429,2.5127,2.4784,2.3382,2.3051,2.2727
3/19/2022,2.5039,2.4835,2.481,2.5938,2.5844,2.5677,2.5429,2.5127,2.4784,2.3382,2.3051,2.2727
3/20/2022,2.5039,2.4835,2.481,2.5938,2.5844,2.5677,2.5429,2.5127,2.4784,2.3382,2.3051,2.2727
3/21/2022,2.581,2.5563,2.5511,2.6627,2.6499,2.6294,2.6007,2.5667,2.5282,2.3843,2.3497,2.3172
3/22/2022,2.5726,2.5474,2.5417,2.6537,2.6406,2.62,2.5913,2.5573,2.5188,2.3751,2.3392,2.3056
3/23/2022,2.6431,2.6097,2.5971,2.7081,2.6901,2.6696,2.6401,2.6052,2.5654,2.4212,2.3831,2.3503
3/24/2022,2.5921,2.5594,2.5456,2.6628,2.6451,2.6233,2.5934,2.5581,2.5178,2.3732,2.3347,2.3015
3/25/2022,2.6284,2.594,2.5805,2.6979,2.6802,2.6577,2.6278,2.5925,2.5522,2.4076,2.3691,2.3359
3/26/2022,2.6284,2.594,2.5805,2.6979,2.6802,2.6577,2.6278,2.5925,2.5522,2.4076,2.3691,2.3359
3/27/2022,2.6284,2.594,2.5805,2.6979,2.6802,2.6577,2.6278,2.5925,2.5522,2.4076,2.3691,2.3359
3/28/2022,2.5054,2.4765,2.465,2.585,2.5691,2.5486,2.5206,2.4871,2.4491,2.3071,2.2711,2.2401
3/29/2022,2.503,2.476,2.4684,2.5898,2.5775,2.5591,2.53,2.4953,2.4561,2.3129,2.2757,2.2435
3/30/2022,2.5876,2.5551,2.5433,2.6645,2.6519,2.6314,2.6013,2.5656,2.5255,2.3818,2.3443,2.3118
3/31/2022,2.5153,2.491,2.4836,2.6124,2.6016,2.5836,2.556,2.5233,2.4893,2.3481,2.3131,2.2841
4/1/2022,2.5719,2.5494,2.5426,2.6721,2.6615,2.6446,2.6174,2.5854,2.5501,2.4088,2.3736,2.3446
4/2/2022,2.5719,2.5494,2.5426,2.6721,2.6615,2.6446,2.6174,2.5854,2.5501,2.4088,2.3736,2.3446
4/3/2022,2.5719,2.5494,2.5426,2.6721,2.6615,2.6446,2.6174,2.5854,2.5501,2.4088,2.3736,2.3446
4/4/2022,2.6261,2.6029,2.5959,2.7286,2.7183,2.7016,2.6744,2.6424,2.6049,2.4609,2.4229,2.393
4/5/2022,2.6135,2.589,2.5793,2.7124,2.7022,2.6859,2.6591,2.6275,2.5903,2.4467,2.4091,2.3796
4/6/2022,2.5311,2.5102,2.5025,2.637,2.6271,2.6101,2.5836,2.5536,2.5176,2.3756,2.3396,2.3126
4/7/2022,2.5626,2.5461,2.5437,2.6825,2.673,2.6543,2.6277,2.5976,2.5614,2.4193,2.3832,2.3568
4/8/2022,2.619,2.6,2.5979,2.7384,2.7286,2.7098,2.6827,2.6507,2.6117,2.4607,2.4137,2.38
4/9/2022,2.619,2.6,2.5979,2.7384,2.7286,2.7098,2.6827,2.6507,2.6117,2.4607,2.4137,2.38
4/10/2022,2.619,2.6,2.5979,2.7384,2.7286,2.7098,2.6827,2.6507,2.6117,2.4607,2.4137,2.38
4/11/2022,2.5573,2.5414,2.5394,2.6848,2.6751,2.6573,2.6312,2.6002,2.5622,2.4122,2.3662,2.3335
4/12/2022,2.672,2.6502,2.6404,2.7809,2.7698,2.7463,2.7168,2.6832,2.6426,2.4896,2.4411,2.4061
4/13/2022,2.7254,2.6971,2.6862,2.8232,2.8102,2.7842,2.7532,2.7183,2.6777,2.5247,2.4762,2.4412
4/14/2022,2.7584,2.7261,2.7122,2.8489,2.8329,2.8058,2.7744,2.7385,2.6965,2.5435,2.4937,2.4577
4/15/2022,2.7584,2.7261,2.7122,2.8489,2.8329,2.8058,2.7744,2.7385,2.6965,2.5435,2.4937,2.4577
4/16/2022,2.7584,2.7261,2.7122,2.8489,2.8329,2.8058,2.7744,2.7385,2.6965,2.5435,2.4937,2.4577
4/17/2022,2.7584,2.7261,2.7122,2.8489,2.8329,2.8058,2.7744,2.7385,2.6965,2.5435,2.4937,2.4577
4/18/2022,2.7691,2.7359,2.7212,2.8545,2.836,2.8065,2.7745,2.7384,2.6959,2.5421,2.4921,2.4547
4/19/2022,2.6677,2.6373,2.623,2.7555,2.7352,2.7057,2.6739,2.6385,2.5978,2.4511,2.4041,2.3677
4/20/2022,2.6809,2.6508,2.6362,2.7664,2.7466,2.7197,2.6877,2.652,2.6111,2.4661,2.4191,2.3827
4/21/2022,2.7206,2.6914,2.6776,2.8084,2.7893,2.7631,2.7314,2.6954,2.6541,2.5051,2.4583,2.4223
4/22/2022,2.6725,2.6437,2.63,2.7626,2.7436,2.7163,2.6846,2.6486,2.6073,2.4583,2.4115,2.3755
4/23/2022,2.6725,2.6437,2.63,2.7626,2.7436,2.7163,2.6846,2.6486,2.6073,2.4583,2.4115,2.3755
4/24/2022,2.6725,2.6437,2.63,2.7626,2.7436,2.7163,2.6846,2.6486,2.6073,2.4583,2.4115,2.3755
4/25/2022,2.613,2.586,2.574,2.7076,2.689,2.663,2.6328,2.5997,2.5612,2.4149,2.3709,2.3373
4/26/2022,2.6409,2.6111,2.5982,2.7316,2.7133,2.687,2.6565,2.6231,2.5843,2.4377,2.3934,2.3595
4/27/2022,2.66,2.6276,2.6133,2.745,2.7247,2.6957,2.6627,2.6258,2.585,2.4361,2.3903,2.3558
4/28/2022,2.6909,2.6535,2.636,2.7658,2.7421,2.7103,2.6749,2.6361,2.5944,2.4447,2.3981,2.3628
4/29/2022,2.6702,2.6318,2.6147,2.7454,2.7211,2.6888,2.6518,2.6124,2.571,2.423,2.3771,2.3426
4/30/2022,2.6702,2.6318,2.6147,2.7454,2.7211,2.6888,2.6518,2.6124,2.571,2.423,2.3771,2.3426
5/1/2022,2.6702,2.6318,2.6147,2.7454,2.7211,2.6888,2.6518,2.6124,2.571,2.423,2.3771,2.3426
5/2/2022,2.6927,2.6533,2.6365,2.7696,2.7453,2.7135,2.6763,2.6349,2.5925,2.4445,2.3986,2.3641
5/3/2022,2.7152,2.6775,2.6567,2.7915,2.769,2.7382,2.7009,2.6595,2.6156,2.4689,2.423,2.3884
5/4/2022,2.8408,2.7977,2.7728,2.9042,2.88,2.8485,2.811,2.7667,2.7209,2.5736,2.5272,2.492
5/5/2022,2.8574,2.8131,2.787,2.9205,2.8944,2.8622,2.8241,2.7797,2.7336,2.5853,2.5378,2.5004
5/6/2022,2.8816,2.8338,2.8071,2.9389,2.91,2.875,2.8341,2.7882,2.7406,2.5908,2.5418,2.5029
5/7/2022,2.8816,2.8338,2.8071,2.9389,2.91,2.875,2.8341,2.7882,2.7406,2.5908,2.5418,2.5029
5/8/2022,2.8816,2.8338,2.8071,2.9389,2.91,2.875,2.8341,2.7882,2.7406,2.5908,2.5418,2.5029
5/9/2022,2.7537,2.7062,2.68,2.8115,2.7829,2.7472,2.7069,2.6614,2.6143,2.4651,2.4166,2.3794
5/10/2022,2.6876,2.6444,2.6224,2.7553,2.7275,2.6943,2.6556,2.613,2.5689,2.4225,2.3757,2.342
5/11/2022,2.7902,2.7482,2.7269,2.8615,2.837,2.8058,2.7665,2.7235,2.679,2.53,2.4807,2.4444
5/12/2022,2.783,2.7377,2.7171,2.8534,2.833,2.8036,2.7634,2.7169,2.6703,2.5126,2.4633,2.4275
5/13/2022,2.849,2.7951,2.7691,2.9064,2.8887,2.8605,2.8204,2.774,2.7263,2.5673,2.5167,2.4795
5/14/2022,2.849,2.7951,2.7691,2.9064,2.8887,2.8605,2.8204,2.774,2.7263,2.5673,2.5167,2.4795
5/15/2022,2.849,2.7951,2.7691,2.9064,2.8887,2.8605,2.8204,2.774,2.7263,2.5673,2.5167,2.4795
5/16/2022,2.874,2.8172,2.7875,2.9249,2.9063,2.8796,2.8392,2.7925,2.7446,2.5831,2.5325,2.4953
5/17/2022,2.844,2.7904,2.7606,2.9001,2.8817,2.8552,2.8148,2.7671,2.7163,2.5543,2.5043,2.468
5/18/2022,2.7529,2.707,2.6854,2.8312,2.8133,2.7871,2.7471,2.6999,2.6487,2.4867,2.4368,2.4006
5/19/2022,2.7759,2.7271,2.7071,2.8591,2.842,2.8159,2.776,2.7289,2.6778,2.5159,2.4661,2.4306
5/20/2022,2.7807,2.732,2.7123,2.8645,2.8443,2.8149,2.7719,2.7219,2.6687,2.5032,2.4531,2.4187
5/21/2022,2.7807,2.732,2.7123,2.8645,2.8443,2.8149,2.7719,2.7219,2.6687,2.5032,2.4531,2.4187
5/22/2022,2.7807,2.732,2.7123,2.8645,2.8443,2.8149,2.7719,2.7219,2.6687,2.5032,2.4531,2.4187
5/23/2022,2.7866,2.7406,2.7248,2.8778,2.8568,2.8269,2.784,2.734,2.6808,2.5153,2.4652,2.4308
5/24/2022,2.7815,2.7308,2.7155,2.8664,2.8468,2.8164,2.7735,2.7248,2.6725,2.5079,2.4589,2.4248
5/25/2022,2.8326,2.777,2.7536,2.9039,2.8829,2.8508,2.8079,2.7592,2.7069,2.5423,2.4933,2.4592
5/26/2022,2.8863,2.8254,2.8006,2.9501,2.9241,2.8866,2.8411,2.7851,2.7256,2.5511,2.4923,2.4533
5/27/2022,2.954,2.8821,2.8447,2.9835,2.9458,2.8963,2.8432,2.7863,2.7266,2.5452,2.4852,2.4462
5/28/2022,2.954,2.8821,2.8447,2.9835,2.9458,2.8963,2.8432,2.7863,2.7266,2.5452,2.4852,2.4462
5/29/2022,2.954,2.8821,2.8447,2.9835,2.9458,2.8963,2.8432,2.7863,2.7266,2.5452,2.4852,2.4462
5/30/2022,2.954,2.8821,2.8447,2.9835,2.9458,2.8963,2.8432,2.7863,2.7266,2.5452,2.4852,2.4462
5/31/2022,2.8777,2.8053,2.7695,2.9073,2.8678,2.817,2.7629,2.7072,2.6532,2.4904,2.441,2.412
6/1/2022,2.9091,2.8302,2.7951,2.942,2.8996,2.8485,2.7924,2.7331,2.6719,2.5132,2.469,2.4435
6/2/2022,2.9838,2.8971,2.8551,3.0095,2.9666,2.9151,2.8596,2.7991,2.736,2.5755,2.5345,2.508
6/3/2022,3.0205,2.9222,2.8661,3.0397,2.9955,2.9435,2.8872,2.8266,2.7632,2.6023,2.5603,2.5338
6/4/2022,3.0205,2.9222,2.8661,3.0397,2.9955,2.9435,2.8872,2.8266,2.7632,2.6023,2.5603,2.5338
6/5/2022,3.0205,2.9222,2.8661,3.0397,2.9955,2.9435,2.8872,2.8266,2.7632,2.6023,2.5603,2.5338
6/6/2022,3.0246,2.9295,2.8739,3.047,3.001,2.9478,2.8868,2.8197,2.7522,2.5907,2.5486,2.5221
6/7/2022,3.0828,2.9978,2.9494,3.1221,3.0725,3.0131,2.9479,2.8758,2.8031,2.6416,2.6029,2.5776
6/8/2022,3.1309,3.0479,3.001,3.1749,3.1249,3.0605,2.9821,2.9005,2.8215,2.6597,2.6212,2.596
6/9/2022,3.1443,3.0618,3.0174,3.1914,3.1353,3.0656,2.9847,2.9016,2.8188,2.6514,2.6135,2.592
6/10/2022,3.1064,3.0325,3.0001,3.175,3.1174,3.0466,2.9657,2.8826,2.7997,2.6323,2.5943,2.5749
6/11/2022,3.1064,3.0325,3.0001,3.175,3.1174,3.0466,2.9657,2.8826,2.7997,2.6323,2.5943,2.5749
6/12/2022,3.1064,3.0325,3.0001,3.175,3.1174,3.0466,2.9657,2.8826,2.7997,2.6323,2.5943,2.5749
6/13/2022,3.0795,3.0162,2.9946,3.169,3.1089,3.034,2.9519,2.869,2.7863,2.6224,2.5857,2.5702
6/14/2022,3.0252,2.9686,2.9531,3.1386,3.0776,3.0033,2.9221,2.8415,2.7664,2.5934,2.5551,2.5395
6/15/2022,2.9912,2.9379,2.9194,3.1038,3.0389,2.9623,2.883,2.8063,2.7352,2.5581,2.5205,2.5062
6/16/2022,3.033,2.9756,2.9511,3.1354,3.0703,2.9937,2.9133,2.8304,2.7595,2.5764,2.5394,2.5344
6/17/2022,2.8516,2.797,2.7789,2.9614,2.9086,2.8505,2.7812,2.7063,2.6396,2.4731,2.4366,2.4333
6/18/2022,2.8516,2.797,2.7789,2.9614,2.9086,2.8505,2.7812,2.7063,2.6396,2.4731,2.4366,2.4333
6/19/2022,2.8516,2.797,2.7789,2.9614,2.9086,2.8505,2.7812,2.7063,2.6396,2.4731,2.4366,2.4333
6/20/2022,2.8516,2.797,2.7789,2.9614,2.9086,2.8505,2.7812,2.7063,2.6396,2.4731,2.4366,2.4333
6/21/2022,2.8491,2.7954,2.7793,2.9605,2.9108,2.8544,2.7849,2.7091,2.6439,2.4788,2.4463,2.4417
6/22/2022,2.8281,2.7726,2.7538,2.9346,2.8941,2.8475,2.7836,2.7097,2.6375,2.4708,2.4365,2.4313
6/23/2022,2.7517,2.6959,2.6792,2.8583,2.8159,2.7669,2.703,2.6286,2.5556,2.3895,2.3553,2.3501
6/24/2022,2.8023,2.7434,2.7257,2.898,2.8561,2.8074,2.743,2.6678,2.594,2.4257,2.3988,2.392
6/25/2022,2.8023,2.7434,2.7257,2.898,2.8561,2.8074,2.743,2.6678,2.594,2.4257,2.3988,2.392
6/26/2022,2.8023,2.7434,2.7257,2.898,2.8561,2.8074,2.743,2.6678,2.594,2.4257,2.3988,2.392
6/27/2022,2.8133,2.7556,2.7375,2.9123,2.8708,2.822,2.7574,2.6826,2.6164,2.4475,2.4125,2.408
6/28/2022,2.875,2.8129,2.7959,2.9733,2.935,2.8883,2.8238,2.7516,2.6898,2.5258,2.4943,2.4888
6/29/2022,2.8065,2.7505,2.7342,2.9082,2.8701,2.8235,2.759,2.6874,2.6264,2.4683,2.4393,2.4314
6/30/2022,2.7066,2.6604,2.6479,2.8244,2.7918,2.7502,2.6914,2.6259,2.5702,2.4206,2.3929,2.3851
7/1/2022,2.7826,2.7341,2.7181,2.8898,2.8513,2.8059,2.7452,2.6787,2.6176,2.4631,2.4316,2.4204
7/2/2022,2.7826,2.7341,2.7181,2.8898,2.8513,2.8059,2.7452,2.6787,2.6176,2.4631,2.4316,2.4204
7/3/2022,2.7826,2.7341,2.7181,2.8898,2.8513,2.8059,2.7452,2.6787,2.6176,2.4631,2.4316,2.4204
7/4/2022,2.7826,2.7341,2.7181,2.8898,2.8513,2.8059,2.7452,2.6787,2.6176,2.4631,2.4316,2.4204
7/5/2022,2.5433,2.5107,2.5033,2.6816,2.6553,2.618,2.5601,2.4934,2.4264,2.2856,2.2518,2.2418
7/6/2022,2.4679,2.4339,2.4258,2.6022,2.5756,2.5382,2.4871,2.429,2.3697,2.2302,2.1936,2.1825
7/7/2022,2.585,2.5396,2.5212,2.6985,2.674,2.6377,2.5866,2.528,2.4682,2.3283,2.2912,2.2777
7/8/2022,2.6406,2.5961,2.5784,2.7458,2.7221,2.6864,2.6364,2.5789,2.5179,2.3768,2.3385,2.3238
7/9/2022,2.6406,2.5961,2.5784,2.7458,2.7221,2.6864,2.6364,2.5789,2.5179,2.3768,2.3385,2.3238
7/10/2022,2.6406,2.5961,2.5784,2.7458,2.7221,2.6864,2.6364,2.5789,2.5179,2.3768,2.3385,2.3238
7/11/2022,2.6821,2.644,2.6297,2.7913,2.7634,2.7249,2.6743,2.6156,2.5511,2.4027,2.3573,2.3409
7/12/2022,2.5243,2.4952,2.4862,2.6471,2.6195,2.5828,2.5324,2.4751,2.411,2.2641,2.2203,2.2072
7/13/2022,2.5008,2.4735,2.4655,2.6326,2.6108,2.5829,2.5379,2.4845,2.4274,2.2815,2.239,2.2259
7/14/2022,2.4626,2.4403,2.4326,2.5993,2.5785,2.5509,2.5101,2.4619,2.4135,2.265,2.2143,2.1932
7/15/2022,2.4895,2.4644,2.4565,2.6238,2.603,2.574,2.5331,2.4867,2.4389,2.2916,2.2436,2.2231
7/16/2022,2.4895,2.4644,2.4565,2.6238,2.603,2.574,2.5331,2.4867,2.4389,2.2916,2.2436,2.2231
7/17/2022,2.4895,2.4644,2.4565,2.6238,2.603,2.574,2.5331,2.4867,2.4389,2.2916,2.2436,2.2231
7/18/2022,2.5343,2.5073,2.5012,2.6714,2.6528,2.6253,2.5873,2.5436,2.4996,2.3626,2.3201,2.3021
7/19/2022,2.5748,2.5437,2.5357,2.7029,2.6832,2.6545,2.6153,2.5712,2.5244,2.3801,2.3383,2.3215
7/20/2022,2.5655,2.5349,2.5269,2.6909,2.6707,2.6412,2.6026,2.5599,2.518,2.3726,2.3315,2.3145
7/21/2022,2.5031,2.4791,2.4718,2.6379,2.62,2.5934,2.5547,2.5118,2.4702,2.324,2.2821,2.2643
7/22/2022,2.4902,2.465,2.4563,2.6248,2.6069,2.5802,2.5415,2.4985,2.4569,2.3106,2.2684,2.2508
7/23/2022,2.4902,2.465,2.4563,2.6248,2.6069,2.5802,2.5415,2.4985,2.4569,2.3106,2.2684,2.2508
7/24/2022,2.4902,2.465,2.4563,2.6248,2.6069,2.5802,2.5415,2.4985,2.4569,2.3106,2.2684,2.2508
7/25/2022,2.5442,2.5158,2.5044,2.6768,2.6631,2.6399,2.6013,2.5573,2.5119,2.3609,2.3149,2.2944
7/26/2022,2.553,2.5299,2.5202,2.6947,2.6823,2.6585,2.6195,2.5743,2.5273,2.3738,2.3243,2.2999
7/27/2022,2.6245,2.6027,2.5936,2.7611,2.7445,2.7178,2.678,2.6321,2.5839,2.4304,2.3808,2.3564
7/28/2022,2.6007,2.5821,2.5753,2.7462,2.7292,2.7036,2.6632,2.6166,2.5678,2.4143,2.3647,2.3403
7/29/2022,2.6268,2.6107,2.6052,2.7751,2.7548,2.7259,2.6852,2.6384,2.5891,2.4331,2.3805,2.3575
7/30/2022,2.6268,2.6107,2.6052,2.7751,2.7548,2.7259,2.6852,2.6384,2.5891,2.4331,2.3805,2.3575
