Date,2020,2021,2022,2023,2024,2025
3/26,12.75,10.85,19.75,27.75,28.75,18.25
3/27,12.75,10.85,19.75,27.75,28.75,18
3/28,12.75,10.85,20.25,27.75,28.75,18
3/29,12.75,11.75,20.25,29.75,28.75,18
3/30,12.75,11.75,19.75,31.25,28.75,18
3/31,12.75,11.75,19.5,30.25,28.75,16.75
4/1,13,12.75,19.25,30.25,30.85,16
4/2,13.75,12.75,19.25,30.25,30.85,16
4/3,13.75,12.75,19.25,30.25,35,16
4/4,13.75,12.75,19.25,30.25,34,15.75
4/5,13.75,12.75,22,28.5,35.75,15.75
4/6,13.75,12.65,27.75,30.1,35.75,15.75
4/7,13.75,13,27.75,30.1,35.75,15.75
4/8,13.75,13,30,30.1,33.75,14.25
4/9,11,13,30,30.1,35.65,13.75
4/10,11,13,30,31.25,32.5,16
4/11,11,13,30.5,31.25,32.5,16.95
4/12,11,12.65,26.25,31.25,33,16.95
4/13,11,12.65,26.25,31.25,33,16.95
4/14,11,12.65,26.25,31.25,33,18.25
4/15,12.5,12.65,26.25,31.25,34,15.75
4/16,12.25,12.65,26.25,31.25,34,16
4/17,9.35,12.65,26.25,30.5,34,16.15
4/18,9.35,12.65,29.5,30.5,35.25,16.15
4/19,9.35,12.65,29.5,30.5,33.15,16.15
4/20,10.35,14.5,28.75,30.5,33.15,16.15
4/21,8.25,15.75,28.75,30.5,33.15,15.25
4/22,8.25,14.4,28.75,30.5,34.5,15.25
4/23,8.25,14.4,28.75,30.5,33,16.75
4/24,8.25,14.4,28.75,24,31,16.9
4/25,8.25,14.4,28.75,24.25,31.75,16.9
4/26,8.25,14.4,28.75,24.25,31.25,16.9
4/27,9.25,15.25,31.5,23.75,31.25,16.9
4/28,9.25,15.25,35.75,23.75,31.25,16.25
4/29,9.75,14.75,43.5,23.75,30.25,16.05
4/30,9.75,14.75,43.5,23.75,30.25,15
5/1,10,14.75,43.5,27.5,30.25,16
5/2,10,14.75,43.25,27.5,29,14.8
5/3,10,13.15,42.25,29.75,29,14.8
5/4,11.5,12.5,42.25,29.75,29,14.8
5/5,12.25,11.75,43.25,29.75,29,14.8
5/6,12,10.75,48.25,29.75,29,15.6
5/7,12,10.75,48.25,29.75,30.05,15.6
5/8,9.85,10.75,48.25,29,29.55,15.6
5/9,9.85,10.75,50.25,29,28.5,16.75
5/10,9.85,12.5,50.25,29,28.5,16.75
5/11,9.85,12.25,46.25,29,28.5,16.75
5/12,10.25,13,50.5,29,28.5,16.85
5/13,9,13.5,53.5,29,29.6,16.85
5/14,9.75,13.5,53.5,29,27.85,19
5/15,9.75,13.5,53.5,31,27.85,18.4
5/16,9.75,13.5,53.5,31,26.5,18.4
5/17,9.75,12.5,62.25,31,26.75,18.4
5/18,9,13,62.25,30.25,26.75,18.4
5/19,8.5,13,55.75,29.75,26.75,19.5
5/20,8.5,13,56.75,29.75,26.75,19.5
5/21,8.5,13,56.75,29.75,27.4,19.5
5/22,8.25,13,56.75,28.5,28.25,20.5
5/23,8.25,13,56.75,27.25,28.25,20.5
5/24,8.25,13.25,56.75,27.25,31.75,20.5
5/25,8.25,13.25,56.75,27.25,31.75,20.5
5/26,7.9,12.75,56.75,27.25,31.75,20.5
5/27,7.9,13.4,56.5,27.25,31.75,20.5
5/28,7.9,15,56.5,27.25,30.65,19.65
5/29,7.9,15,56.5,27.25,26.25,20.25
5/30,7.9,15,56.5,27.25,26.5,20
5/31,7.9,15,56.5,27.25,27,20
6/1,7.25,15,56.5,27.25,27,20
6/2,7.25,15.1,60.75,26,27,19.65
6/3,7.25,15.4,60.75,26,27.25,19.35
6/4,6.15,16.1,60.75,26,27.25,19.75
6/5,4.75,16.1,60.75,27.25,27.75,19.4
6/6,4.75,16.1,60.75,27.25,27.75,19.5
6/7,4.75,16.5,62,27.25,27.75,19.5
6/8,4.75,16.5,62,27.25,27.75,19.5
6/9,4.75,16.5,73.25,31.5,27.75,19.5
6/10,5.75,16.5,73.25,31.5,27.75,19.5
6/11,5.75,16.5,73.25,31.5,25.5,19.5
6/12,8,16.5,73.25,31.5,24,19.25
6/13,8,16.5,73.25,31.5,24,19.25
6/14,8,16.5,73.25,37.25,23.75,19.25
6/15,8,16.5,73,31.25,23.75,19.25
6/16,7,16.5,73.75,29.75,23.75,19.85
6/17,6.75,15.45,73.75,29.75,24,20
6/18,8.75,15.45,73.75,29.75,24.5,19.4
6/19,8.75,15.45,73.75,29.75,24.5,19.4
6/20,8.75,15.45,73.75,24.75,26.5,19.45
6/21,8.75,15.45,72.75,24.75,28,19.45
6/22,8.75,15.45,72.75,24.75,28,19.45
6/23,9.25,15.45,72.75,30.5,28,19.5
6/24,8.5,15.25,65.5,30.5,28.25,
6/25,8.5,15.25,65.5,30.5,27.45,
6/26,8.5,15.25,65.5,30.5,24.25,
6/27,8.5,15.25,65.5,30.5,24,
6/28,8.5,14.75,65.25,32.6,24,
6/29,7.75,14.75,65.25,27.75,24,
6/30,7.75,14.75,63.5,32,24,
7/1,7.75,14.75,61.5,32,24.75,
7/2,9.75,14.75,61.5,32,25.25,
7/3,9.75,14.75,61.5,32,25.25,
7/4,9.75,14.75,61.5,32,25.25,
7/5,9.75,14.75,61.5,32,25.25,
7/6,9.75,14.75,61.5,34.25,25.25,
7/7,8.5,15,58.75,35,25.25,
7/8,8.5,16.05,53.75,35,25.25,
7/9,9.75,16,53.75,35,25.25,
7/10,9.5,16,53.75,35,26.75,
7/11,9.5,16,52,36.75,26.75,
7/12,9.5,16,47.5,40.25,24.75,
7/13,9,14.75,49.35,40.25,24.75,
7/14,9.25,13.75,49.35,39.5,24.75,
7/15,8.85,13.75,42,39.5,23.75,
7/16,8.25,12.5,42,39.5,24.25,
7/17,8.25,12.5,42,36.5,25.5,
7/18,8.25,12.5,42,36.5,25.5,
7/19,8.25,12,42,35.5,25.5,
7/20,8.25,13.1,42,35.5,25.5,
7/21,7.75,13.1,40.5,32.25,25.5,
7/22,8.2,13.1,40.25,32.25,25.5,
7/23,7.15,12.5,40.25,32.25,25.5,
7/24,6.5,12.5,40.25,31.25,25.5,
7/25,6.5,12.5,41.5,31.75,25.75,
7/26,6.5,12.5,35,31.75,21.1,
7/27,6.75,12.5,31.25,48.75,21.1,
7/28,6.75,12.5,30,41.5,21.1,
7/29,6.75,15.45,30,41.5,21,
7/30,6.75,15.5,30,41.5,23,
7/31,5.75,15.5,30,42,23.25,
8/1,5.75,15.5,28.5,42,23.25,
8/2,5.75,15.5,28.25,46.75,21.75,
8/3,5.85,15.5,28.25,46.25,21.75,
8/4,5.85,15.5,25,42.75,21.75,
8/5,4.75,15.5,26.25,42.75,21.75,
8/6,4.75,18.1,26.25,42.75,21.75,
8/7,4.75,18.1,26.25,42.75,20.25,
8/8,4.75,18.1,25,45.25,22,
8/9,4.75,18.1,24.5,41.3,22,
8/10,4.25,18.1,24.5,41.3,22,
8/11,4.25,18.1,39,41.3,22,
8/12,4.5,17.25,37,41.3,22,
8/13,4.5,17.25,37,41.3,22,
8/14,3.95,17.25,37,41.3,22,
8/15,3.95,17.25,37,41.4,22,
8/16,3.95,17.25,32,41.4,22,
8/17,6.2,17.25,32.25,41.4,22,
8/18,6.2,14.75,32.25,44.75,22,
8/19,7.8,13.9,32.25,44.75,20.25,
8/20,8.8,11.25,32.25,44.75,20.25,
8/21,8.82,11.25,32.25,44.75,20.25,
8/22,8.82,11.25,32.25,44.75,20.25,
8/23,8.82,11.25,32.25,44.5,20.25,
8/24,8.75,11.25,32.25,44.5,20.25,
8/25,8.75,7.75,26.4,44.5,20.25,
8/26,7.75,10.65,26.4,44.5,20.25,
8/27,9.55,10.65,26.4,44.5,19.75,
8/28,9.5,10.65,26.4,44.5,15.75,
8/29,9.5,10.65,33,40.5,14.75,
8/30,9.5,10.65,33,40,16.25,
8/31,11,17.25,33,41,16.25,
9/1,11,16.75,26.75,45.25,16.25,
9/2,10.4,16.75,32.1,45.25,16.25,
9/3,10.4,16.75,32.1,45.25,17.25,
9/4,10,16.75,32.1,45.25,17.75,
9/5,10,16.75,32.1,41.5,16.75,
9/6,10,16.75,30.3,41.5,14.75,
9/7,10,16.75,30.3,42.75,14.75,
9/8,9.5,14.5,30.75,42.75,14.75,
9/9,9.5,14,33,42.75,15.5,
9/10,9.75,17.65,33,42.75,15,
9/11,9.25,17.65,33,42.75,13.75,
9/12,9.25,17.65,33,36.5,13.5,
9/13,9.25,17.65,31.4,36.5,13.5,
9/14,9.75,17.65,28.5,36.5,13.5,
9/15,12,17.25,28.5,36.5,13.5,
9/16,10.85,17.25,28.5,36.5,12.9,
9/17,10.85,16.5,28.5,36.5,13,
9/18,10.85,16.5,28.5,36.5,13,
9/19,10.85,16.5,25.75,38.5,12.75,
9/20,10.85,16.5,27.25,38.5,10.75,
9/21,10.25,16.25,32.25,38.5,10.75,
9/22,10.25,16,32.25,38.5,10.75,
9/23,10.4,16.65,29,38.5,10.75,
9/24,9.6,16.65,29,38.5,10.5,
9/25,9.6,16.65,29,38.5,10.5,
9/26,9.6,16.65,29,38.5,12,
9/27,9.6,15.25,32.5,39.5,12,
9/28,9.6,14.75,32.5,41.5,12,
9/29,9.5,13.05,29,41.5,12,
9/30,7.75,13.05,29,41.5,12,
10/1,7.25,13.05,29,41.5,16,
10/2,7.25,13.05,29,33.85,16.25,
10/3,7.25,13.05,29,32.1,14,
10/4,7.25,13.05,29,32.1,12.75,
10/5,7.25,13.05,30.75,29.5,12.75,
10/6,5.25,13.03,30.75,29.5,12.75,
10/7,5.25,13.05,30.75,29.5,14.9,
10/8,6.65,13.4,30.75,29.5,18.25,
10/9,6.65,13.4,30.75,29.5,18.25,
10/10,6.65,13.4,32,29.5,13.5,
10/11,6.65,13.4,35.5,30,13.5,
10/12,6.65,13.4,40.25,30,13.5,
10/13,6.5,12,40.25,30,13.5,
10/14,6,12,40.25,30,13.65,
10/15,6,12,40.25,30,13.65,
10/16,4,12,40.25,28.75,12.75,
10/17,4,12,39,28.75,12.75,
10/18,4,12,39,27.5,10,
10/19,4.75,12,39,25,10,
10/20,7.5,12,39,26.75,10,
10/21,7.5,13.25,39,26.75,6.5,
10/22,7.5,13.25,39,26.75,6.5,
10/23,7.5,13.25,39,23.75,6.5,
10/24,7.5,13.25,37,23.75,9.75,
10/25,7.5,13.25,37,23.75,15.9,
10/26,7.5,11.95,33,23.75,15.9,
10/27,5.5,11.95,38.25,25.25,15.9,
10/28,5.5,11.95,31.25,25.25,12,
10/29,5.5,11.95,31.25,25.25,12.4,
10/30,5.5,11.95,31.25,27.9,12.4,
10/31,5.5,11.95,31.25,28,11.5,
11/1,5.5,12.25,33.75,22.75,14.45,
11/2,4.5,12.25,33.75,22.75,14.45,
11/3,5.1,14.4,42.5,22.75,14.45,
11/4,5.25,14.4,42.5,22.75,15.5,
11/5,5.25,15.75,42.5,22.75,15.5,
11/6,5.5,15.75,42.5,22.25,15.5,
11/7,5.5,15.75,42.5,20,15.25,
11/8,5.5,15.75,42.5,20,14.25,
11/9,5.5,16.75,42.5,20,14.25,
11/10,5.9,15.3,42.5,20,14.25,
11/11,5.75,15,42.5,20,11.4,
11/12,5.85,15,42.5,20,11.4,
11/13,5.85,15,42.5,26.25,11.75,
11/14,5.85,15,40.75,26.25,11.75,
11/15,5.85,15,40.25,26.25,11.75,
11/16,5.85,15,38.75,26.25,11.75,
11/17,5.85,16.5,34,30.4,11.75,
11/18,5.7,16.5,34,30.4,11.75,
11/19,5.7,16.5,34,30.4,12.5,
11/20,5.7,16.5,34,30.4,14,
11/21,5.7,16.5,34,30.4,13,
11/22,5.7,15.5,20.75,24.75,14,
11/23,4.95,15.5,17.5,24.75,14,
11/24,5.85,12.75,17.5,24.75,14,
11/25,5.85,12.75,17.5,24.75,14.5,
11/26,5.85,12.75,17.5,24.75,15.75,
11/27,5.85,12.75,17.5,22.5,15.75,
11/28,5.85,12.75,17.5,26,15.75,
11/29,5.85,12.5,17.5,26,15.75,
11/30,5.85,13.5,17.5,26,15.75,
12/1,5.85,12.75,19.25,27.25,15.75,
12/2,6.2,13.5,19.25,27.25,15.75,
12/3,5.75,12.5,19.25,27.25,15.75,
12/4,5.9,12.5,19.25,27.25,16,
12/5,5.9,12.5,17.75,27.25,16,
12/6,5.9,12.5,15.75,23.75,16,
12/7,5.9,12.5,15,22,16,
12/8,5.7,12.5,15,20.75,16,
12/9,5.5,12.5,16.5,20.75,11.9,
12/10,5.85,11.25,16.5,20.75,14.75,
12/11,6.75,11.25,16.5,18.5,13,
12/12,6.75,11.25,14.75,18.5,15.75,
12/13,6.75,10.85,14.75,18.5,15.4,
12/14,7.2,10.85,20.25,21.5,15.4,
12/15,7.2,10.85,22,21.5,15.4,
12/16,7.2,10.85,20.5,21.5,15,
12/17,7.2,10.85,20.5,21.5,16.35,
12/18,5.55,10.85,20.5,21,14.75,
12/19,5.55,10.85,23.25,21,15.5,
12/20,5.55,10.85,18.5,21,16,
12/21,5.55,10.5,18.5,25,16,
12/22,5.55,10.5,18.5,22,16,
12/23,5.55,10.5,19.25,22,15,
12/24,5.55,10.5,19.25,22,15,
12/25,5.55,10.5,19.25,22,15,
12/26,5.55,10.5,19.25,22,15,
12/27,5.55,10.5,19.25,22,15.25,
12/28,5.55,10.5,21.75,22,15.25,
12/29,5.55,9.9,23.05,27.75,15.25,
12/30,5.55,9.35,25,27.75,16.75,
12/31,5.55,9.35,25,27.75,16.35,
