Date,2020,2021,2022,2023,2024,2025
2/3,-0.219,-16.519,-27.069,-13.069,2.681,-1.819
2/4,0.431,-16.319,-26.819,-13.069,2.681,-5.819
2/5,1.431,-17.569,-26.819,-13.069,9.931,-6.069
2/6,1.931,-17.569,-26.819,-20.569,13.431,-8.069
2/7,1.681,-17.569,-30.469,-15.819,18.931,-8.069
2/8,1.681,-18.069,-32.169,-14.819,20.181,-8.069
2/9,1.681,-14.569,-34.169,-21.569,8.431,-8.069
2/10,-0.219,-13.569,-35.919,-16.319,8.431,-4.569
2/11,1.131,-13.059,-38.169,-16.319,8.431,-5.069
2/12,3.771,-14.309,-38.169,-16.319,5.931,-8.569
2/13,-2.069,-14.309,-38.169,-17.819,5.431,-11.069
2/14,-12.119,-14.309,-38.369,-17.319,9.651,-8.829
2/15,-12.119,-14.309,-37.219,-14.319,12.241,-8.829
2/16,-12.119,-11.249,-36.919,-16.819,14.451,-8.829
2/17,-12.119,-15.649,-49.669,-13.319,14.451,-8.829
2/18,-13.079,-18.009,-37.669,-13.319,14.451,-13.069
2/19,-12.279,-16.769,-37.669,-13.319,14.451,-16.829
2/20,-16.299,-16.769,-37.669,-13.319,13.561,-20.089
2/21,-13.379,-16.769,-37.669,-10.089,8.951,-23.619
2/22,-13.379,-17.789,-28.169,-7.579,9.651,-23.619
2/23,-13.379,-18.359,-28.489,-5.599,9.421,-23.619
2/24,-16.979,-17.029,-27.719,-5.339,9.421,-25.939
2/25,-13.419,-16.969,-17.219,-5.339,9.421,-12.319
2/26,-15.319,-17.119,-17.219,-5.339,19.681,-15.819
2/27,-18.069,-17.119,-17.219,-1.819,25.681,-18.069
2/28,-24.319,-17.119,-22.919,-6.469,31.681,-9.569
3/1,-24.319,-19.519,-23.169,-2.569,23.181,-9.569
3/2,-24.319,-20.069,-34.169,-3.919,23.181,-9.569
3/3,-22.819,-24.069,-39.169,-4.569,23.181,-9.169
3/4,-26.719,-24.069,-30.669,-4.569,20.181,-11.819
3/5,-30.169,-24.569,-30.669,-4.569,15.681,-3.569
3/6,-25.819,-24.569,-30.669,-5.819,6.681,0.431
3/7,-25.819,-24.569,-31.669,2.931,13.181,-3.569
3/8,-25.819,-25.819,-37.169,2.181,16.181,-3.569
3/9,-27.069,-29.569,-37.169,-3.819,16.181,-3.569
3/10,-28.319,-30.069,-28.569,-4.569,16.181,-7.569
3/11,-25.069,-33.069,-21.069,-4.569,1.681,-9.169
3/12,-27.069,-32.319,-21.069,-4.569,0.931,-5.819
3/13,-22.569,-32.319,-21.069,-5.619,3.681,-13.819
3/14,-22.569,-32.319,-26.319,-2.319,10.251,-9.069
3/15,-22.569,-29.499,-17.919,-5.819,15.081,-9.069
3/16,-17.069,-30.069,-14.869,-9.319,15.081,-9.069
3/17,-12.329,-28.809,-16.619,-6.569,15.081,0.181
3/18,-10.569,-27.329,-20.069,-6.569,11.121,6.431
3/19,-27.819,-24.379,-20.069,-6.569,13.761,6.411
3/20,-18.589,-24.379,-20.069,-10.649,10.321,6.541
3/21,-18.589,-24.379,-18.319,-3.569,10.421,6.461
3/22,-18.589,-26.179,-19.819,-9.749,13.461,6.461
3/23,-24.359,-28.769,-20.319,-9.689,13.461,6.461
3/24,-17.249,-30.319,-24.569,-9.949,13.461,8.161
3/25,-12.069,-9.669,-24.819,-9.949,14.681,10.431
3/26,-15.119,-9.369,-24.819,-9.949,16.681,8.931
3/27,-20.219,-9.369,-24.819,-6.569,15.431,14.181
3/28,-20.219,-9.369,-26.569,-0.819,14.181,13.431
3/29,-20.219,-10.269,-30.569,5.931,14.181,13.431
3/30,-19.319,-10.569,-31.319,7.931,14.181,13.431
3/31,-20.569,-14.069,-35.819,19.431,14.181,10.431
4/1,-27.069,-14.569,-34.069,19.431,14.431,1.681
4/2,-31.219,-14.569,-34.069,19.431,11.181,8.681
4/3,-34.169,-14.569,-34.069,13.431,-2.569,6.931
4/4,-34.169,-14.569,-36.069,13.431,10.431,9.931
4/5,-34.169,-13.919,-30.819,2.681,7.781,9.931
4/6,-33.569,-13.919,-32.569,-6.569,7.781,9.931
4/7,-33.669,-15.069,-30.819,-6.569,7.781,10.681
4/8,-35.319,-16.319,-37.569,-6.569,7.281,12.931
4/9,-36.569,-15.069,-37.569,-6.569,13.031,10.681
4/10,-36.569,-15.069,-37.569,-8.069,11.031,10.681
4/11,-36.569,-15.069,-37.569,-1.819,6.531,8.331
4/12,-36.569,-13.969,-39.319,-3.069,6.531,8.331
4/13,-35.319,-13.819,-32.069,-3.069,6.531,8.331
4/14,-36.429,-13.759,-30.019,-0.569,6.531,10.431
4/15,-36.189,-13.799,-30.019,-0.569,8.281,10.431
4/16,-34.649,-13.389,-30.019,-0.569,6.301,6.641
4/17,-35.159,-13.389,-30.019,-1.069,7.531,7.761
4/18,-35.159,-13.389,-32.419,4.451,10.091,7.761
4/19,-35.159,-11.299,-33.069,5.421,-0.629,7.761
4/20,-34.289,-9.719,-38.269,0.321,-0.629,7.761
4/21,-26.989,-6.489,-27.269,4.061,-0.629,7.651
4/22,-21.629,-6.209,-29.419,4.061,1.421,2.311
4/23,-25.269,-7.159,-29.419,4.061,4.601,5.641
4/24,-24.459,-7.159,-29.419,2.861,3.241,5.871
4/25,-24.459,-7.159,-27.019,2.181,-3.569,6.681
4/26,-24.459,-6.769,-26.269,17.431,-4.319,6.681
4/27,2.881,-7.969,-29.519,23.181,-4.319,6.681
4/28,4.681,-8.319,-34.619,21.081,-4.319,10.931
4/29,2.681,-7.069,-43.819,21.081,-3.569,15.331
4/30,3.681,-5.319,-43.819,21.081,-0.319,14.431
5/1,3.931,-5.319,-43.819,23.181,0.781,5.931
5/2,3.931,-5.319,-44.569,22.931,5.931,1.931
5/3,3.931,-4.569,-51.319,25.681,10.931,1.931
5/4,7.181,-3.419,-40.119,28.181,10.931,1.931
5/5,0.731,-2.569,-42.569,24.431,10.931,-2.319
5/6,0.831,-1.519,-51.169,24.431,12.681,-1.819
5/7,0.181,-1.419,-51.169,24.431,12.431,-0.569
5/8,-1.569,-1.419,-51.169,26.931,5.431,17.931
5/9,-1.569,-1.419,-52.819,30.931,5.931,19.181
5/10,-1.569,-2.969,-55.219,29.431,9.181,19.181
5/11,-1.919,-6.069,-54.069,32.181,9.181,19.181
5/12,-10.069,-7.319,-50.919,27.681,9.181,20.931
5/13,-12.079,-13.069,-24.769,27.681,19.181,24.931
5/14,-9.309,-11.499,-24.769,27.681,24.181,27.931
5/15,-9.579,-11.499,-24.769,30.681,14.001,21.681
5/16,-9.579,-11.499,-30.269,29.551,23.331,25.381
5/17,-9.579,-16.049,-33.819,28.261,9.491,25.381
5/18,-11.599,-15.819,-31.069,31.521,9.491,25.381
5/19,1.701,-14.959,-18.569,33.271,9.491,24.401
5/20,2.701,-9.469,-12.769,33.271,12.631,31.411
5/21,3.011,-11.059,-12.769,33.271,25.861,29.901
5/22,3.071,-11.059,-12.769,37.181,27.341,27.561
5/23,3.071,-11.059,-9.819,31.651,27.471,25.051
5/24,3.071,-5.719,-9.689,24.551,16.891,25.051
5/25,3.071,-5.869,-19.319,24.031,16.891,25.051
5/26,3.231,-4.219,-20.319,18.531,16.891,25.051
5/27,1.681,-4.969,-15.069,18.531,16.891,27.181
5/28,-0.369,-6.069,-15.069,18.531,11.681,26.931
5/29,2.481,-6.069,-15.069,18.531,15.431,26.431
5/30,2.481,-6.069,-15.069,19.681,15.431,23.431
5/31,2.481,-6.069,-11.069,18.931,28.931,23.431
6/1,2.231,-6.819,-2.569,21.931,28.931,23.431
6/2,1.681,-7.819,-12.669,25.681,28.931,23.181
6/3,5.431,-7.469,-14.069,25.681,26.431,16.681
6/4,6.531,-7.219,-14.069,25.681,30.931,17.931
6/5,2.431,-7.219,-14.069,25.181,31.431,29.931
6/6,2.431,-7.219,-28.869,26.431,36.681,27.931
6/7,2.431,-5.669,-26.819,35.181,36.931,27.931
6/8,2.781,-3.069,-19.819,38.931,36.931,27.931
6/9,1.481,-4.819,-33.319,30.931,36.931,21.181
6/10,2.181,-7.569,-37.069,30.931,55.431,25.931
6/11,2.931,-7.069,-37.069,30.931,54.681,17.431
6/12,5.931,-7.069,-37.069,23.931,54.681,18.761
6/13,5.931,-7.069,-34.069,24.431,57.181,19.341
6/14,5.931,-8.819,-27.569,18.681,56.121,19.341
6/15,7.181,-8.319,-36.069,-5.929,56.121,19.341
6/16,8.271,-7.569,-36.819,-3.119,56.121,24.051
6/17,7.821,-7.569,-25.069,-3.119,57.111,22.521
6/18,8.451,-8.569,-25.069,-3.119,53.981,23.811
6/19,8.991,-8.569,-25.069,-3.119,53.981,23.811
6/20,8.991,-8.569,-25.069,-8.139,59.501,25.581
6/21,8.991,-8.569,-13.569,-8.969,61.391,25.581
6/22,7.521,-8.499,-33.069,-8.159,61.391,25.581
6/23,3.541,-8.869,-24.109,-7.009,61.391,21.841
6/24,4.401,-7.429,-19.509,-7.009,59.331,21.411
6/25,2.931,-9.569,-19.509,-7.009,54.931,23.181
6/26,4.581,-9.569,-19.509,-19.569,54.431,26.931
6/27,4.581,-9.569,-24.819,-16.069,49.181,23.431
6/28,4.581,-8.819,-25.419,-14.319,46.931,23.431
6/29,4.181,-12.069,-23.819,-13.319,46.931,23.431
6/30,1.931,-12.269,-18.569,-18.819,46.931,23.931
7/1,2.581,-12.869,-19.569,-18.819,44.431,22.431
7/2,6.431,-13.169,-19.569,-18.819,38.931,
7/3,6.431,-13.169,-19.569,-18.819,35.681,
7/4,6.431,-13.169,-19.569,-18.819,35.681,
7/5,6.431,-13.169,-25.069,-21.569,35.681,
7/6,5.331,-14.069,-16.319,-20.069,35.681,
7/7,3.081,-13.069,-9.819,-20.569,35.681,
7/8,3.181,-12.569,-6.569,-20.569,39.931,
7/9,3.681,-14.319,-6.569,-20.569,40.181,
7/10,0.681,-14.319,-6.569,-23.069,40.931,
7/11,0.681,-14.319,-2.069,-23.569,39.681,
7/12,0.681,-13.819,-2.819,-31.319,36.431,
7/13,-1.819,-11.569,-7.069,-32.069,36.431,
7/14,-2.549,-9.069,0.681,-34.069,36.431,
7/15,-6.049,-9.819,-7.569,-34.069,34.931,
7/16,-5.299,-10.819,-7.569,-34.069,40.111,
7/17,-6.089,-10.819,-7.569,-34.569,41.371,
7/18,-6.089,-10.819,-1.319,-27.299,51.771,
7/19,-6.089,-11.819,-9.819,-30.319,48.551,
7/20,-5.029,-10.069,-8.069,-30.669,48.551,
7/21,-0.139,-7.509,-6.069,-34.309,48.551,
7/22,-0.819,-8.839,2.931,-34.309,56.111,
7/23,0.511,-8.059,2.931,-34.309,57.021,
7/24,0.461,-8.059,2.931,-37.719,48.041,
7/25,0.461,-8.059,-7.639,-32.569,35.681,
7/26,0.461,-9.069,-4.069,-35.569,31.681,
7/27,4.331,-5.319,-5.069,-35.819,31.681,
7/28,6.931,-5.069,-4.319,-32.069,31.681,
7/29,6.681,-6.619,-8.819,-32.069,-1.819,
7/30,6.431,-7.319,-8.819,-32.069,0.181,
7/31,9.931,-7.319,-8.819,-32.069,22.181,
8/1,9.931,-7.319,-6.569,-35.319,12.931,
8/2,9.931,-7.569,-2.569,-21.819,11.931,
8/3,9.581,-7.819,-4.319,-22.819,11.931,
8/4,9.731,-7.319,9.931,-26.819,11.931,
8/5,8.481,-7.819,10.531,-26.819,-1.819,
8/6,7.481,-8.569,10.531,-26.819,0.431,
8/7,6.981,-8.569,10.531,-27.069,3.431,
8/8,6.981,-8.569,9.931,-30.069,-1.069,
8/9,6.981,-8.319,16.431,-30.319,-7.569,
8/10,8.181,-7.419,18.181,-26.369,-7.569,
8/11,8.681,-7.319,51.181,-29.819,-7.569,
8/12,8.681,-7.219,63.431,-29.819,-10.069,
8/13,7.021,-9.069,63.431,-29.819,-12.069,
8/14,4.641,-9.069,63.431,-30.069,-16.819,
8/15,4.641,-9.069,57.931,-31.319,-6.859,
8/16,4.641,-7.569,56.181,-22.299,-7.539,
8/17,-1.009,-6.819,52.431,-30.049,-7.539,
8/18,-4.559,-7.819,47.181,-31.059,-7.539,
8/19,-3.369,-9.169,44.931,-31.059,11.381,
8/20,0.191,-10.379,44.931,-31.059,26.211,
8/21,-4.209,-10.379,44.931,-29.799,25.301,
8/22,-4.209,-10.379,44.181,-27.409,27.621,
8/23,-4.209,-11.559,30.681,-22.139,23.331,
8/24,-2.339,-13.999,33.301,-22.669,23.331,
8/25,-2.069,-10.819,49.431,-16.069,23.331,
8/26,-10.719,-15.069,59.931,-16.069,26.181,
8/27,-9.069,-12.819,59.931,-16.069,30.431,
8/28,-8.319,-12.819,59.931,-14.569,31.181,
8/29,-8.319,-12.819,52.681,-18.319,25.931,
8/30,-8.319,-8.569,56.181,-18.069,29.431,
8/31,-14.319,-13.669,54.181,-12.569,29.431,
9/1,-9.919,-14.019,59.031,-15.569,29.431,
9/2,-11.969,-14.619,63.631,-15.569,29.431,
9/3,-11.969,-10.819,63.631,-15.569,29.431,
9/4,-12.119,-10.819,63.631,-15.569,30.181,
9/5,-12.119,-10.819,63.631,-16.819,41.681,
9/6,-12.119,-10.819,47.581,-17.569,44.681,
9/7,-12.119,-12.819,45.931,-17.819,44.681,
9/8,-5.069,-10.069,35.931,-23.069,44.681,
9/9,-5.319,-11.569,45.431,-23.069,41.181,
9/10,-0.569,-10.169,45.431,-23.069,45.681,
9/11,-2.219,-10.169,45.431,-24.069,43.431,
9/12,-2.219,-10.169,38.931,-10.569,45.931,
9/13,-2.219,-10.219,42.681,-8.569,49.181,
9/14,-3.519,-9.319,43.681,-8.819,49.181,
9/15,-1.749,-9.219,43.931,18.451,49.181,
9/16,-0.719,-12.719,65.681,18.451,51.181,
9/17,3.001,-12.569,65.681,18.451,37.681,
9/18,0.871,-12.569,65.681,17.171,35.681,
9/19,0.871,-12.569,62.181,21.191,24.341,
9/20,0.871,-8.679,48.431,20.781,18.091,
9/21,0.951,-12.179,66.681,19.611,18.091,
9/22,-4.019,-13.149,85.491,20.171,18.091,
9/23,-5.319,-12.329,140.171,20.171,17.941,
9/24,-6.319,-11.589,140.171,20.171,22.601,
9/25,-7.269,-11.589,140.171,10.681,16.681,
9/26,-7.269,-11.589,91.181,2.431,34.181,
9/27,-7.269,-11.569,104.931,-0.319,22.681,
9/28,-1.819,-12.819,113.181,7.931,22.681,
9/29,-0.319,-10.819,100.931,17.681,22.681,
9/30,3.181,-10.519,141.181,17.681,6.931,
10/1,1.431,-9.319,141.181,17.681,7.181,
10/2,-23.069,-9.319,141.181,8.681,4.181,
10/3,-23.069,-9.319,115.181,13.181,0.931,
10/4,-23.069,-6.769,74.181,9.431,-3.819,
10/5,-28.269,-8.169,76.181,14.681,-3.819,
10/6,-36.769,-8.069,50.431,17.181,-3.819,
10/7,-23.969,-9.819,48.181,17.181,-1.319,
10/8,-24.019,-13.319,48.181,17.181,1.931,
10/9,-16.919,-13.319,48.181,28.681,8.181,
10/10,-16.919,-13.319,25.681,4.181,11.431,
10/11,-16.919,-11.669,24.431,3.431,11.431,
10/12,-15.819,-13.419,33.681,9.181,11.431,
10/13,-19.069,-16.969,44.431,8.681,11.431,
10/14,-18.319,-16.469,44.681,8.681,12.681,
10/15,-16.919,-18.819,44.681,8.681,5.181,
10/16,-16.189,-18.819,44.681,10.181,-7.819,
10/17,-16.189,-18.819,35.831,14.031,-13.569,
10/18,-16.189,-18.819,37.681,18.151,-11.569,
10/19,-14.589,-18.319,32.181,15.201,-11.569,
10/20,-14.329,-18.119,27.931,12.411,-11.569,
10/21,-11.999,-17.809,57.931,12.411,-5.409,
10/22,-9.379,-20.969,57.931,12.411,-5.319,
10/23,-9.479,-20.969,57.931,13.121,-4.339,
10/24,-9.479,-20.969,49.181,16.921,-5.529,
10/25,-9.479,-24.319,45.681,9.931,-4.569,
10/26,-11.919,-27.819,60.181,13.931,-4.569,
10/27,-11.419,-20.219,54.681,12.681,-4.569,
10/28,-10.369,-22.469,91.431,12.681,1.681,
10/29,-10.019,-22.919,91.431,12.681,1.181,
10/30,-6.319,-22.919,91.431,25.681,3.431,
10/31,-6.319,-22.919,113.181,27.431,1.431,
11/1,-6.319,-21.719,140.181,33.431,15.881,
11/2,-0.819,-20.069,131.431,31.931,15.881,
11/3,-0.669,-17.819,67.681,34.431,15.881,
11/4,-0.819,-20.219,34.431,34.431,36.681,
11/5,-6.269,-18.069,34.431,34.431,33.181,
11/6,-9.069,-18.069,34.431,38.081,29.931,
11/7,-9.069,-18.069,29.431,32.431,31.431,
11/8,-9.069,-19.319,35.431,32.181,35.931,
11/9,-8.819,-21.469,30.681,34.431,35.931,
11/10,-16.319,-21.469,30.931,37.681,35.931,
11/11,-14.319,-20.069,22.931,37.681,45.681,
11/12,-14.819,-18.319,22.931,37.681,51.181,
11/13,-14.579,-18.319,22.931,33.431,48.181,
11/14,-14.579,-18.319,37.681,33.431,43.581,
11/15,-14.579,-17.569,30.431,24.081,36.681,
11/16,-16.339,-20.819,25.181,22.191,36.681,
11/17,-16.829,-23.069,33.431,18.441,36.681,
11/18,-17.539,-21.669,26.931,18.441,39.181,
11/19,-18.029,-22.819,26.931,18.441,50.451,
11/20,-18.579,-22.819,26.931,7.561,51.641,
11/21,-18.579,-22.819,24.681,10.261,45.701,
11/22,-18.579,-20.929,38.101,13.841,41.081,
11/23,-22.879,-24.179,67.821,13.841,41.081,
11/24,-22.499,-21.439,67.821,13.841,41.081,
11/25,-22.469,-21.439,67.821,13.841,28.931,
11/26,-22.469,-21.439,67.821,13.841,29.431,
11/27,-22.469,-21.439,67.821,15.681,29.681,
11/28,-22.469,-21.439,44.331,13.181,29.681,
11/29,-22.469,-23.319,44.431,14.181,29.681,
11/30,-22.269,-27.069,50.181,16.681,29.681,
12/1,-22.719,-24.069,46.181,18.181,29.681,
12/2,-20.569,-23.819,43.181,18.181,30.931,
12/3,-22.169,-22.819,43.181,18.181,29.681,
12/4,-25.819,-22.819,43.181,17.181,32.681,
12/5,-25.819,-22.819,33.581,14.331,34.431,
12/6,-25.819,-23.819,33.931,12.431,36.931,
12/7,-25.319,-24.819,32.931,10.281,36.931,
12/8,-26.069,-23.919,48.931,10.281,36.931,
12/9,-21.319,-26.319,49.931,10.281,34.681,
12/10,-22.519,-27.819,49.931,10.281,32.931,
12/11,-20.719,-27.819,49.931,6.931,34.681,
12/12,-20.719,-27.819,48.181,9.181,33.931,
12/13,-20.719,-29.519,22.181,11.031,26.181,
12/14,-22.569,-29.169,17.181,8.681,26.181,
12/15,-26.289,-28.569,18.431,-2.829,26.181,
12/16,-23.279,-28.319,16.681,-2.829,24.931,
12/17,-22.079,-29.819,16.681,-2.829,30.181,
12/18,-17.909,-29.819,16.681,-3.169,25.131,
12/19,-17.909,-29.819,12.431,-5.139,20.271,
12/20,-17.909,-30.569,8.431,-20.709,19.561,
12/21,-18.459,-30.819,13.931,-14.629,19.561,
12/22,-21.419,-29.819,28.181,-15.709,19.561,
12/23,-13.989,-30.789,27.141,-15.709,17.851,
12/24,-13.749,-30.789,27.141,-15.709,13.661,
12/25,-13.749,-30.789,27.141,-15.709,13.661,
12/26,-13.749,-30.789,27.141,-14.819,7.181,
12/27,-13.749,-29.219,25.681,-17.819,6.181,
12/28,-18.069,-28.819,21.431,-22.319,6.181,
12/29,-20.169,-24.319,25.681,-17.069,6.181,
12/30,-24.769,-19.569,18.581,-17.069,3.431,
12/31,-21.069,-19.569,18.581,-17.069,-7.819,
